Performance Statistics   2017-04-01 06:50:00 - 2017-04-01 06:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Suplier.browse#inject                                0.0           0           0         0.0           1
ams$Suplier.browse#load                                152.0         152         152         0.0           1
ams$Suplier.browse#ready                                 0.0           0           0         0.0           1
ams$Suplier.browse#uiPermissions                         0.0           0           0         0.0           1
ams$Suplier.browse#xml                                  12.0          12          12         0.0           1
ams$Suplier.browse@supliersDs                           35.0          35          35         0.0           1
ams$Suplier.edit#init                                    0.0           0           0         0.0           2
ams$Suplier.edit#inject                                  0.0           0           0         0.0           4
ams$Suplier.edit#load                                   75.0          73          77         2.0           2
ams$Suplier.edit#ready                                   0.0           0           0         0.0           2
ams$Suplier.edit#setItem                                36.0           0          72        36.0           2
ams$Suplier.edit#uiPermissions                           0.0           0           0         0.0           2
ams$Suplier.edit#xml                                     2.5           0           5         2.5           2
ams$Suplier.edit.windowActions#load                      0.0           0           0         0.0           2
windowActions#xml                                        0.0           0           0         0.0           2

Performance Statistics   2017-04-01 07:12:00 - 2017-04-01 07:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Suplier.edit#init                                    0.0           0           0         0.0           3
ams$Suplier.edit#inject                                  0.0           0           0         0.0           6
ams$Suplier.edit#load                                   24.7          20          30         4.1           3
ams$Suplier.edit#ready                                   0.0           0           0         0.0           3
ams$Suplier.edit#setItem                                 0.0           0           0         0.0           3
ams$Suplier.edit#uiPermissions                           0.0           0           0         0.0           3
ams$Suplier.edit#xml                                     0.0           0           0         0.0           3
ams$Suplier.edit.windowActions#load                      0.0           0           0         0.0           3
windowActions#xml                                        0.0           0           0         0.0           3

Performance Statistics   2017-04-01 07:14:00 - 2017-04-01 07:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Asset.browse#init                                    0.0           0           0         0.0           1
ams$Asset.browse#inject                                  0.0           0           0         0.0           1
ams$Asset.browse#load                                   38.0          38          38         0.0           1
ams$Asset.browse#ready                                   0.0           0           0         0.0           1
ams$Asset.browse#uiPermissions                           0.0           0           0         0.0           1
ams$Asset.browse#xml                                     0.0           0           0         0.0           1
ams$Asset.browse@assetsDs                               88.0          88          88         0.0           1
ams$NewAsset.browse#init                                 0.0           0           0         0.0           1
ams$NewAsset.browse#inject                               0.0           0           0         0.0           1
ams$NewAsset.browse#load                                74.0          74          74         0.0           1
ams$NewAsset.browse#ready                                0.0           0           0         0.0           1
ams$NewAsset.browse#uiPermissions                        0.0           0           0         0.0           1
ams$NewAsset.browse#xml                                  9.0           9           9         0.0           1
ams$NewAsset.browse@newAssetsDs                        163.0         163         163         0.0           1
ams$NewAsset.edit#init                                   0.0           0           0         0.0           1
ams$NewAsset.edit#inject                                 0.0           0           0         0.0           2
ams$NewAsset.edit#load                                 277.0         277         277         0.0           1
ams$NewAsset.edit#ready                                  0.0           0           0         0.0           1
ams$NewAsset.edit#setItem                                4.0           4           4         0.0           1
ams$NewAsset.edit#uiPermissions                          0.0           0           0         0.0           1
ams$NewAsset.edit#xml                                    3.0           3           3         0.0           1
ams$NewAsset.edit.windowActions#load                     0.0           0           0         0.0           1
ams$Suplier.browse#init                                  0.0           0           0         0.0           1
ams$Suplier.browse#inject                                0.0           0           0         0.0           1
ams$Suplier.browse#load                                 64.0          64          64         0.0           1
ams$Suplier.browse#ready                                 0.0           0           0         0.0           1
ams$Suplier.browse#uiPermissions                         0.0           0           0         0.0           1
ams$Suplier.browse#xml                                   0.0           0           0         0.0           1
ams$Suplier.browse@supliersDs                           50.0          50          50         0.0           1
windowActions#xml                                        2.0           2           2         0.0           1

Performance Statistics   2017-04-01 07:16:00 - 2017-04-01 07:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Asset.browse#init                                    0.0           0           0         0.0           2
ams$Asset.browse#inject                                  0.0           0           0         0.0           2
ams$Asset.browse#load                                   26.5          26          27         0.5           2
ams$Asset.browse#ready                                   0.0           0           0         0.0           2
ams$Asset.browse#uiPermissions                           0.0           0           0         0.0           2
ams$Asset.browse#xml                                     0.0           0           0         0.0           2
ams$Asset.browse@assetsDs                               68.5          35         102        33.5           2
ams$NewAsset.edit#init                                   0.0           0           0         0.0           2
ams$NewAsset.edit#inject                                 0.0           0           0         0.0           4
ams$NewAsset.edit#load                                  64.5          42          87        22.5           2
ams$NewAsset.edit#ready                                  0.0           0           0         0.0           2
ams$NewAsset.edit#setItem                                1.0           1           1         0.0           2
ams$NewAsset.edit#uiPermissions                          0.0           0           0         0.0           2
ams$NewAsset.edit#xml                                    0.0           0           0         0.0           2
ams$NewAsset.edit.windowActions#load                     0.0           0           0         0.0           2
ams$Suplier.browse#init                                  0.0           0           0         0.0           1
ams$Suplier.browse#inject                                0.0           0           0         0.0           1
ams$Suplier.browse#load                                 24.0          24          24         0.0           1
ams$Suplier.browse#ready                                 0.0           0           0         0.0           1
ams$Suplier.browse#uiPermissions                         0.0           0           0         0.0           1
ams$Suplier.browse#xml                                   0.0           0           0         0.0           1
ams$Suplier.browse@supliersDs                           53.0          53          53         0.0           1
windowActions#xml                                        0.0           0           0         0.0           2

Performance Statistics   2017-04-01 07:18:00 - 2017-04-01 07:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Asset.browse#init                                    0.0           0           0         0.0           2
ams$Asset.browse#inject                                  0.0           0           0         0.0           2
ams$Asset.browse#load                                   22.5          18          27         4.5           2
ams$Asset.browse#ready                                   0.0           0           0         0.0           2
ams$Asset.browse#uiPermissions                           0.0           0           0         0.0           2
ams$Asset.browse#xml                                     0.0           0           0         0.0           2
ams$Asset.browse@assetsDs                               50.0          32          68        18.0           2
ams$NewAsset.edit#init                                   0.0           0           0         0.0           2
ams$NewAsset.edit#inject                                 0.0           0           0         0.0           4
ams$NewAsset.edit#load                                  32.0          30          34         2.0           2
ams$NewAsset.edit#ready                                  0.0           0           0         0.0           2
ams$NewAsset.edit#setItem                                0.5           0           1         0.5           2
ams$NewAsset.edit#uiPermissions                          0.0           0           0         0.0           2
ams$NewAsset.edit#xml                                    0.0           0           0         0.0           2
ams$NewAsset.edit.windowActions#load                     0.0           0           0         0.0           2
ams$Suplier.browse#init                                  0.0           0           0         0.0           2
ams$Suplier.browse#inject                                0.0           0           0         0.0           2
ams$Suplier.browse#load                                 24.0          22          26         2.0           2
ams$Suplier.browse#ready                                 0.0           0           0         0.0           2
ams$Suplier.browse#uiPermissions                         0.0           0           0         0.0           2
ams$Suplier.browse#xml                                   0.0           0           0         0.0           2
ams$Suplier.browse@supliersDs                           59.5          52          67         7.5           2
windowActions#xml                                        0.0           0           0         0.0           2

Performance Statistics   2017-04-01 07:20:00 - 2017-04-01 07:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Asset.browse#init                                    0.0           0           0         0.0           1
ams$Asset.browse#inject                                  0.0           0           0         0.0           1
ams$Asset.browse#load                                   28.0          28          28         0.0           1
ams$Asset.browse#ready                                   0.0           0           0         0.0           1
ams$Asset.browse#uiPermissions                           0.0           0           0         0.0           1
ams$Asset.browse#xml                                     0.0           0           0         0.0           1
ams$Asset.browse@assetsDs                              108.0         108         108         0.0           1
ams$NewAsset.edit#init                                   0.0           0           0         0.0           1
ams$NewAsset.edit#inject                                 0.0           0           0         0.0           2
ams$NewAsset.edit#load                                  30.0          30          30         0.0           1
ams$NewAsset.edit#ready                                  0.0           0           0         0.0           1
ams$NewAsset.edit#setItem                                1.0           1           1         0.0           1
