Performance Statistics   2017-03-31 06:36:00 - 2017-03-31 06:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 07:24:00 - 2017-03-31 07:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                        23.0          23          23         0.0           1
loginWindow#inject                                      22.0          22          22         0.0           1
loginWindow#load                                       469.0         469         469         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         22.0          22          22         0.0           1

Performance Statistics   2017-03-31 07:26:00 - 2017-03-31 07:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             2.0           2           2         0.0           1
ams$RequestAsset.browse#inject                          13.0          13          13         0.0           1
ams$RequestAsset.browse#load                           889.0         889         889         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             11.0          11          11         0.0           1
ams$RequestAsset.browse@assetsDs                       744.0         744         744         0.0           1
ams$RequestAsset.browse@instancesDs                     35.0          35          35         0.0           1
ams$RequestAsset.browse@newAssetDs                     205.5          81         330       124.5           2
mainWindow#init                                         58.0          58          58         0.0           1
mainWindow#inject                                        4.0           4           4         0.0           1
mainWindow#load                                        259.0         259         259         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           5.0           5           5         0.0           1

Performance Statistics   2017-03-31 07:26:00 - 2017-03-31 07:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#load                           825.0         825         825         0.0           1
ams$RequestAsset.browse#xml                             13.0          13          13         0.0           1
loginWindow#init                                        18.0          18          18         0.0           1
loginWindow#inject                                      22.0          22          22         0.0           1
loginWindow#load                                       397.0         397         397         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         22.0          22          22         0.0           1
mainWindow#init                                         61.0          61          61         0.0           1
mainWindow#inject                                        7.0           7           7         0.0           1
mainWindow#load                                        308.0         308         308         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                          19.0          19          19         0.0           1

Performance Statistics   2017-03-31 07:28:00 - 2017-03-31 07:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             2.0           2           2         0.0           1
ams$RequestAsset.browse#inject                           7.0           7           7         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse@assetsDs                       750.0         750         750         0.0           1
ams$RequestAsset.browse@instancesDs                     38.0          38          38         0.0           1
ams$RequestAsset.browse@newAssetDs                     102.0          73         131        29.0           2

Performance Statistics   2017-03-31 07:30:00 - 2017-03-31 07:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             3.0           3           3         0.0           1
ams$RequestAsset.browse#inject                          20.0          20          20         0.0           1
ams$RequestAsset.browse#load                           929.0         929         929         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             11.0          11          11         0.0           1
ams$RequestAsset.browse@assetsDs                       740.0         740         740         0.0           1
ams$RequestAsset.browse@instancesDs                     43.0          43          43         0.0           1
ams$RequestAsset.browse@newAssetDs                     148.0          65         231        83.0           2
loginWindow#init                                        33.0          33          33         0.0           1
loginWindow#inject                                      25.0          25          25         0.0           1
loginWindow#load                                       391.0         391         391         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         15.0          15          15         0.0           1
mainWindow#init                                         56.0          56          56         0.0           1
mainWindow#inject                                        4.0           4           4         0.0           1
mainWindow#load                                        360.0         360         360         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                          31.0          31          31         0.0           1

Performance Statistics   2017-03-31 07:34:00 - 2017-03-31 07:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$NewAsset.browse#init                                 0.0           0           0         0.0           1
ams$NewAsset.browse#inject                               2.0           2           2         0.0           1
ams$NewAsset.browse#load                               961.0         961         961         0.0           1
ams$NewAsset.browse#ready                                0.0           0           0         0.0           1
ams$NewAsset.browse#uiPermissions                        0.0           0           0         0.0           1
ams$NewAsset.browse#xml                                 14.0          14          14         0.0           1
ams$NewAsset.browse@newAssetsDs                        637.0         637         637         0.0           1
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                           7.0           7           7         0.0           1
ams$RequestAsset.browse#load                           292.0         292         292         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             50.0          50          50         0.0           1
ams$RequestAsset.browse@assetsDs                        54.0          54          54         0.0           1
ams$RequestAsset.browse@instancesDs                     51.0          51          51         0.0           1
ams$RequestAsset.browse@newAssetDs                     107.0          39         175        68.0           2
loginWindow#init                                        28.0          28          28         0.0           1
loginWindow#inject                                      24.0          24          24         0.0           1
loginWindow#load                                       530.0         530         530         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         19.0          19          19         0.0           1
mainWindow#init                                         82.0          82          82         0.0           1
mainWindow#inject                                        6.0           6           6         0.0           1
mainWindow#load                                        334.0         334         334         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                          15.0          15          15         0.0           1

Performance Statistics   2017-03-31 18:36:00 - 2017-03-31 18:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                           6.0           6           6         0.0           1
ams$RequestAsset.browse#load                           964.0         964         964         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             11.0          11          11         0.0           1
ams$RequestAsset.browse@assetsDs                       991.0         991         991         0.0           1
ams$RequestAsset.browse@instancesDs                     48.0          48          48         0.0           1
ams$RequestAsset.browse@newAssetDs                      82.0          73          91         9.0           2
loginWindow#init                                        21.0          21          21         0.0           1
loginWindow#inject                                      19.0          19          19         0.0           1
loginWindow#load                                       509.0         509         509         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         21.0          21          21         0.0           1
mainWindow#init                                         93.0          93          93         0.0           1
mainWindow#inject                                        5.0           5           5         0.0           1
mainWindow#load                                        468.0         468         468         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           9.0           9           9         0.0           1

Performance Statistics   2017-03-31 18:38:00 - 2017-03-31 18:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 18:42:00 - 2017-03-31 18:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                           6.0           6           6         0.0           1
ams$RequestAsset.browse#load                           834.0         834         834         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             20.0          20          20         0.0           1
ams$RequestAsset.browse@assetsDs                       625.0         625         625         0.0           1
ams$RequestAsset.browse@instancesDs                     62.0          62          62         0.0           1
ams$RequestAsset.browse@newAssetDs                      91.0          78         104        13.0           2
loginWindow#init                                        22.0          22          22         0.0           1
loginWindow#inject                                      15.0          15          15         0.0           1
loginWindow#load                                       379.0         379         379         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         21.0          21          21         0.0           1
mainWindow#init                                         53.0          53          53         0.0           1
mainWindow#inject                                        5.0           5           5         0.0           1
mainWindow#load                                        308.0         308         308         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           5.0           5           5         0.0           1

Performance Statistics   2017-03-31 18:44:00 - 2017-03-31 18:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 18:46:00 - 2017-03-31 18:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 18:48:00 - 2017-03-31 18:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 18:56:00 - 2017-03-31 18:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             2.0           2           2         0.0           1
ams$RequestAsset.browse#inject                           6.0           6           6         0.0           1
ams$RequestAsset.browse#load                           819.0         819         819         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             11.0          11          11         0.0           1
ams$RequestAsset.browse@assetsDs                       571.0         571         571         0.0           1
ams$RequestAsset.browse@instancesDs                     62.0          62          62         0.0           1
ams$RequestAsset.browse@newAssetDs                      95.0          89         101         6.0           2
loginWindow#init                                        19.0          19          19         0.0           1
loginWindow#inject                                      14.0          14          14         0.0           1
loginWindow#load                                       417.0         417         417         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         20.0          20          20         0.0           1
mainWindow#init                                         57.0          57          57         0.0           1
mainWindow#inject                                        5.0           5           5         0.0           1
mainWindow#load                                        306.0         306         306         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           5.0           5           5         0.0           1

Performance Statistics   2017-03-31 18:58:00 - 2017-03-31 19:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:00:00 - 2017-03-31 19:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:02:00 - 2017-03-31 19:04:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:04:00 - 2017-03-31 19:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:06:00 - 2017-03-31 19:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:08:00 - 2017-03-31 19:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:10:00 - 2017-03-31 19:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:14:00 - 2017-03-31 19:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                           7.0           7           7         0.0           1
ams$RequestAsset.browse#load                           931.0         931         931         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                            102.0         102         102         0.0           1
ams$RequestAsset.browse@assetsDs                       743.0         743         743         0.0           1
ams$RequestAsset.browse@instancesDs                     38.0          38          38         0.0           1
ams$RequestAsset.browse@newAssetDs                      88.0          57         119        31.0           2
loginWindow#init                                        21.0          21          21         0.0           1
loginWindow#inject                                      19.0          19          19         0.0           1
loginWindow#load                                       445.0         445         445         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         14.0          14          14         0.0           1
mainWindow#init                                         73.0          73          73         0.0           1
mainWindow#inject                                        6.0           6           6         0.0           1
mainWindow#load                                        326.0         326         326         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                          10.0          10          10         0.0           1

Performance Statistics   2017-03-31 19:16:00 - 2017-03-31 19:18:00
